id,region,dialect_text,source_text,target_text
0494,Mymensingh,আমার বড় বুন আমারে মেলা মহব্বত করে,translate Mymensingh to Bangla: আমার বড় বুন আমারে মেলা মহব্বত করে,আমার বড় বোন আমাকে অনেক ভালবাসে
0384,Chittagong,আত্তে সোবিয়েত গম লাইগদু,translate Chittagong to Bangla: আত্তে সোবিয়েত গম লাইগদু,আমার কিন্তু সোভিয়েত দেশ ভালো লাগত
0767,Jashore,তুমি কি চাও?,translate Jashore to Bangla: তুমি কি চাও?,তুমি কি চাও?
0088,Chittagong,বেশি কিছু নহইয়ম তইলে আবেগে চোগত পানি আঁই যাইবই,translate Chittagong to Bangla: বেশি কিছু নহইয়ম তইলে আবেগে চোগত পানি আঁই যাইবই,খুব বেশি কিছু বলবো না কারন আবেগে চোখে পানি চলে আসছে
1443,Rangpur,মোর সাথত বাজে ব্যবহার করবার থাকলো,translate Rangpur to Bangla: মোর সাথত বাজে ব্যবহার করবার থাকলো,আমার সাথে বাজে ব্যবহার করতে থাকলো
0015,Rangpur,মোর বাড়ির কামের চেংড়ীটা এখন ভাল মত কাম করে নাহ,translate Rangpur to Bangla: মোর বাড়ির কামের চেংড়ীটা এখন ভাল মত কাম করে নাহ,আমার বাসার কাজের মেয়েটি এখন ভাল মত কাজ করে নাহ
1066,Mymensingh,আপনের দুই দিগেই জ্বলা-পুড়া করতাছে,translate Mymensingh to Bangla: আপনের দুই দিগেই জ্বলা-পুড়া করতাছে,আপনার দুই দিকেই জ্বালা হইছে
0660,Pabna,আমাক সগ্গোলেই এক নামে চেনে,translate Pabna to Bangla: আমাক সগ্গোলেই এক নামে চেনে,আমাকে সবাই এক নামে চিনে
0152,Mymensingh,তোর মনের কতা আইজ আমারে খুইলা ক,translate Mymensingh to Bangla: তোর মনের কতা আইজ আমারে খুইলা ক,তোমার মনের কথা আজ আমাকে খুলে বলো
1047,Chittagong,আঁই পিরিত গরি বিয়া গইজ্জি।,translate Chittagong to Bangla: আঁই পিরিত গরি বিয়া গইজ্জি।,আমি প্রেম করে বিয়ে করেছি
0327,Jashore,আমরা খুব খুশি,translate Jashore to Bangla: আমরা খুব খুশি,আমরা খুব খুশি
0324,Jashore,আমি আমার পরিবারের কথা বলতে চাই,translate Jashore to Bangla: আমি আমার পরিবারের কথা বলতে চাই,আমি আমার পরিবারের কথা বলতে চাই
1298,Barishal,ঘরের হগল খরচ মোর জামাইডা দেয়,translate Barishal to Bangla: ঘরের হগল খরচ মোর জামাইডা দেয়,সংসার এর সব খরচ আমার জামাই দেয়
2401,Pabna,আপনে কি একটা বাংলা বই পইড়বির পারেন?,translate Pabna to Bangla: আপনে কি একটা বাংলা বই পইড়বির পারেন?,আপনি কি একটি বাংলা বই পড়তে পারেন?
0870,Pabna,২৮ বছর দইরি আমার মা কষ্ট হইরি গেছে,translate Pabna to Bangla: ২৮ বছর দইরি আমার মা কষ্ট হইরি গেছে,২৮ বছর ধরে আমার মা কষ্ট করে গেছেন
0512,Mymensingh,এর পর থেইক্যা হেরা দুইজনেই সবজি বাগানত গিয়া পেট ভইরা খাইতো,translate Mymensingh to Bangla: এর পর থেইক্যা হেরা দুইজনেই সবজি বাগানত গিয়া পেট ভইরা খাইতো,এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো
